										
315	MBL1STMF	5.1	5.1	4.8	4.9	4.9	0.2	80	1.6690	341,152
316	SIBL	8.4	8.4	8.2	8.4	8.3	0.1	143	1.6270	195,532
317	TRUSTB1MF	3.8	3.9	3.8	3.8	3.8	0	60	1.6270	428,062
318	CROWNCEMNT	50.1	51.4	49.9	50.1	50.6	-0.5	164	1.5940	31,689
319	PADMALIFE	22.5	23.4	21.9	22.5	21.8	0.7	151	1.5780	70,030
320	WATACHEM	124.2	127	123.7	124.2	124.7	-0.5	170	1.5400	12,321
321	AMCL(PRAN)	229.1	236.5	226	228	229.5	-0.4	135	1.5380	6,655
322	GHCL	20.5	21.1	20.5	20.6	20.8	-0.3	89	1.5210	73,497
323	NCCBLMF1	5.8	5.9	5.6	5.8	5.7	0.1	100	1.4870	261,108
324	ACFL	17.5	19	16.6	17.5	17.3	0.2	132	1.4790	84,663
325	ACTIVEFINE	8.9	9.2	8.9	8.9	8.9	0	85	1.4700	163,911
326	PENINSULA	11.2	11.6	11.1	11.2	11.2	0	125	1.4090	125,241
327	CAPMIBBLMF	9	9.2	9	9	9.1	-0.1	62	1.4080	154,936
328	DULAMIACOT	85.3	87.7	85	85.4	87.5	-2.2	142	1.3620	15,896
329	SEMLIBBLSF	6.9	7	6.9	6.9	7	-0.1	41	1.3530	195,682
330	PDL	6.6	6.8	6.6	6.6	6.7	-0.1	165	1.3110	197,071
331	SEMLFBSLGF	5.9	5.9	5.8	5.9	5.8	0.1	50	1.2790	218,028
332	SHURWID	7	7.6	7	7	7.2	-0.2	131	1.2620	179,314
333	VAMLRBBF	5.9	6.2	5.9	5.9	6	-0.1	44	1.2410	205,548
334	NEWLINE	7.1	7.3	7.1	7.1	7.1	0	130	1.2280	172,449
335	POPULAR1MF	3.7	3.7	3.6	3.6	3.6	0.1	45	1.2110	333,181
336	FIRSTFIN	3.4	3.4	3.1	3.4	3.1	0.3	72	1.1950	363,504
337	SSSTEEL	6	6.2	6	6	6	0	122	1.1650	192,423
338	MERCINS	26.7	27.7	26.2	26.7	26.4	0.3	70	1.1130	41,566
339	PURABIGEN	18.3	18.5	17.9	18.3	18	0.3	105	1.1090	60,608
340	EBLNRBMF	3.6	3.7	3.6	3.6	3.6	0	43	1.0720	296,258
341	LRGLOBMF1	3.9	4	3.9	3.9	3.9	0	33	1.0630	272,407
342	IFILISLMF1	5	5.1	4.9	5	5	0	58	1.0580	211,642
343	CNATEX	3.3	3.4	3.2	3.3	3.3	0	77	1.0560	320,160
344	MITHUNKNIT	15.9	15.9	15.2	15.2	15.6	0.3	63	1.0370	67,584
345	SKTRIMS	10.1	10.4	10.1	10.1	10.3	-0.2	112	0.9270	91,305
346	VFSTDL	7.1	7.4	7.1	7.1	7.2	-0.1	85	0.9200	129,007
347	AFCAGRO	8.2	8.4	8.2	8.2	8.3	-0.1	71	0.8980	108,547
348	OAL	7.7	7.9	7.7	7.7	7.7	0	88	0.8880	114,318
349	MEGHNACEM	44.2	49	43.1	44.3	45	-0.8	78	0.8810	19,957
350	MAKSONSPIN	6.2	6.2	6	6.1	6.1	0.1	71	0.8670	142,417
351	NTC	176.3	177.3	173	176.3	176.9	-0.6	63	0.8550	4,877
352	DELTASPINN	5.8	5.9	5.7	5.8	5.8	0	72	0.8520	146,851
353	ICB3RDNRB	4.9	5	4.8	4.9	4.9	0	72	0.7770	158,490
354	UNILEVERCL	2	2,525	2,480.8	2,488.3	2	-6.2	115	0.7760	312
355	RINGSHINE	3.1	3.2	3.1	3.1	3.1	0	110	0.7730	248,224
356	SAFKOSPINN	12.5	12.8	12.3	12.5	12.6	-0.1	72	0.7270	57,980
357	APOLOISPAT	3.4	3.5	3.3	3.4	3.4	0	68	0.6980	205,361
358	GBBPOWER	7.7	7.8	7.6	7.7	7.7	0	46	0.6130	79,964
359	MEGCONMILK	18	18.4	18	18	18.3	-0.3	106	0.6050	33,530
360	BIFC	6.5	6.8	6.1	6.5	6.3	0.2	58	0.5980	90,692
361	FAMILYTEX	2.4	2.4	2.3	2.4	2.3	0.1	75	0.5890	251,720
362	HWAWELLTEX	42.3	42.3	41.4	42	41.9	0.4	31	0.5840	13,934
363	AZIZPIPES	52.9	53	52.3	52.9	52.6	0.3	103	0.5830	11,068
364	AAMRATECH	13.3	13.6	13.2	13.3	13.2	0.1	80	0.5500	41,148
365	METROSPIN	11.2	11.4	11.1	11.2	11.2	0	55	0.5430	48,436
366	PRIMETEX	13.9	14.2	13	13.9	13.8	0.1	84	0.4500	32,683
367	ICBAMCL2ND	6.3	6.4	6.2	6.3	6.2	0.1	30	0.4440	70,948
368	TUNGHAI	2.7	2.8	2.5	2.7	2.6	0.1	56	0.4010	151,088
369	ILFSL	3.2	3.2	3	3.1	3.1	0.1	32	0.3860	124,050
370	SHYAMPSUG	136.8	137.7	133	136.6	136.6	0.2	28	0.3670	2,689
371	ICBEPMF1S1	5.2	5.2	5.1	5.2	5.1	0.1	18	0.3650	70,770
372	HFL	8.8	8.9	8.7	8.7	8.9	-0.1	80	0.3640	41,638
373	ICBAGRANI1	6.9	7	6.8	6.9	6.9	0	17	0.3380	49,020
374	MEGHNAPET	25	25.7	25	25.1	25.6	-0.6	47	0.3370	13,420
375	RSRMSTEEL	10.8	10.9	10.7	10.8	10.8	0	33	0.3170	29,388
376	ZEALBANGLA	86.5	87.5	86	86.5	87.5	-1	44	0.3120	3,590
377	BDWELDING	10.5	11.1	10.3	10.5	10.7	-0.2	65	0.3050	28,725
378	PREMIERLEA	3.2	3.2	3	3.2	3.1	0.1	37	0.2580	81,881
379	NORTHERN	103.6	107	103.6	103.7	105	-1.4	40	0.2270	2,188
380	ICBIBANK	2.9	2.9	2.7	2.8	2.8	0.1	62	0.2270	81,304
381	NURANI	3.1	3.2	3.1	3.1	3.2	-0.1	49	0.2250	72,453
382	TALLUSPIN	5.3	5.5	5.3	5.3	5.4	-0.1	57	0.2020	37,811
383	ALLTEX	11.6	11.7	11.5	11.6	11.5	0.1	32	0.1870	16,163
384	JUTESPINN	213.1	213.1	210	212.6	216.1	-3	37	0.1830	864
385	ZAHINTEX	4.4	4.5	4.3	4.4	4.4	0	25	0.1770	40,628
386	STANCERAM	72	72	71.8	71.8	72.5	-0.5	12	0.1470	2,051
387	REGENTTEX	3.8	3.9	3.7	3.8	3.8	0	39	0.1300	34,093
388	ANLIMAYARN	22.1	22.7	21.7	22.1	22.5	-0.4	47	0.1260	5,706
389	ATLASBANG	58	59.6	58	58.5	59	-1	18	0.1030	1,764
390	USMANIAGL	34.9	35.2	34.6	34.9	34.6	0.3	15	0.0530	1,513
391	RENWICKJA	680	708.5	680	695.5	688.9	-8.9	15	0.0350	51
392	BEXIMCO	110.1	110.1	110.1	110.1	110.1	0	1	0.0000	1
393	ATCSLGF	0	0	0	7.5	7.5	--	0	0.0000	0
394	CLICL	0	0	0	47.9	47.9	--	0	0.0000	0
395	SAVAREFR	0	0	0	215.5	215.5	--	0	0.0000	0
396	BDSERVICE	0	0	0	5.2	5.2	--	0	0.0000	0
397	BERGERPBL	0	0	0	1,594.3	1	--	0	0.0000	0
